MSTRG.3949.1	jg21123.t1
MSTRG.16656.1	jg11027.t1
MSTRG.16657.1	jg11028.t1
MSTRG.16658.1	jg11029.t1
MSTRG.1666.1	jg10263.t1
MSTRG.16674.1	jg11031.t1
MSTRG.8886.1	jg5863.t1
MSTRG.1668.1	jg10264.t1
MSTRG.16684.1	jg11035.t1
MSTRG.16685.1	jg11036.t2
MSTRG.16686.1	jg11039.t1
MSTRG.16687.1	jg11041.t1
MSTRG.17437.1	jg11467.t1
MSTRG.16691.1	jg11042.t1
MSTRG.16697.1	jg11045.t1
MSTRG.16698.1	jg11046.t1
MSTRG.16699.1	jg11047.t1
MSTRG.19113.1	jg7854.t1
MSTRG.16701.1	jg11048.t1
MSTRG.1670.1	jg10265.t1
MSTRG.16705.1	jg11049.t1
MSTRG.16707.1	jg9085.t1
MSTRG.16710.1	jg11052.t1
MSTRG.1671.1	jg10266.t1
MSTRG.16718.1	jg11056.t1
MSTRG.167.1	jg14978.t1
MSTRG.16720.1	jg11057.t1
MSTRG.1672.1	jg10267.t1
MSTRG.16724.1	jg11058.t1
MSTRG.16733.1	jg11061.t1
MSTRG.16734.1	jg11062.t1
MSTRG.16736.1	jg11063.t1
MSTRG.16742.1	jg11067.t1
MSTRG.16744.1	jg11069.t1
MSTRG.16745.1	jg11070.t1
MSTRG.16747.1	jg11071.t1
MSTRG.16748.1	jg11072.t1
MSTRG.16749.1	jg11073.t1
MSTRG.16750.1	jg11074.t1
MSTRG.16751.1	jg11075.t1
MSTRG.16753.1	jg11076.t1
MSTRG.16754.1	jg11078.t1
MSTRG.16758.1	jg11085.t1
MSTRG.16759.1	jg11086.t1
MSTRG.16760.1	jg11087.t1
MSTRG.16761.1	jg11088.t1
MSTRG.1676.1	jg10272.t1
MSTRG.16762.1	jg11089.t1
MSTRG.16764.1	jg11090.t1
MSTRG.16767.1	jg11091.t1
MSTRG.16768.1	jg11092.t1
MSTRG.16773.1	jg11094.t1
MSTRG.16774.1	jg11095.t1
MSTRG.16775.1	jg11096.t2
MSTRG.16779.1	jg11098.t1
MSTRG.1678.1	jg10273.t1
MSTRG.16785.1	jg11102.t1
MSTRG.16786.1	jg11103.t1
MSTRG.21912.1	jg7157.t1
MSTRG.20259.1	jg8518.t1
MSTRG.16792.1	jg11105.t1
MSTRG.16793.1	jg11107.t1
MSTRG.16795.1	jg11108.t1
MSTRG.16797.1	jg11109.t1
MSTRG.16804.1	jg11112.t1
MSTRG.16811.1	jg11116.t1
MSTRG.168.1	jg14979.t1
MSTRG.16813.1	jg11117.t1
MSTRG.16814.1	jg11118.t1
MSTRG.7199.1	jg13045.t1
MSTRG.16816.1	jg11121.t1
MSTRG.16823.1	jg11122.t1
MSTRG.16824.1	jg11123.t1
MSTRG.16826.1	jg11124.t1
MSTRG.16827.1	jg11125.t1
MSTRG.16828.1	jg11126.t1
MSTRG.1683.1	jg10274.t1
MSTRG.16832.1	jg11131.t1
MSTRG.16833.1	jg11132.t1
MSTRG.16842.1	jg11133.t1
MSTRG.16843.1	jg11134.t1
MSTRG.16846.1	jg11135.t1
MSTRG.16847.1	jg11138.t1
MSTRG.16848.1	jg11140.t2
MSTRG.16850.1	jg11141.t1
MSTRG.1685.1	jg10275.t1
MSTRG.16854.1	jg11143.t1
MSTRG.16855.1	jg11144.t1
MSTRG.1686.1	jg10276.t1
MSTRG.16862.1	jg11146.t1
MSTRG.16863.1	jg11147.t1
MSTRG.16865.1	jg11148.t1
MSTRG.1687.1	jg10277.t1
MSTRG.16873.1	jg11151.t1
MSTRG.16876.1	jg11152.t2
MSTRG.16879.1	jg11154.t1
MSTRG.16880.1	jg11155.t1
MSTRG.1688.1	jg10278.t1
MSTRG.16881.1	jg11156.t1
MSTRG.16890.1	jg11161.t1
MSTRG.16891.1	jg11162.t1
MSTRG.16899.1	jg21061.t1
MSTRG.1690.1	jg10279.t3
MSTRG.16902.1	jg11164.t1
MSTRG.16903.1	jg11165.t1
MSTRG.1777.1	jg10331.t1
MSTRG.16905.1	jg11166.t1
MSTRG.16906.1	jg11167.t1
MSTRG.16907.1	jg11168.t1
MSTRG.22161.1	jg7298.t1
MSTRG.16926.1	jg11170.t1
MSTRG.16928.1	jg11171.t1
MSTRG.1693.1	jg10280.t1
MSTRG.17259.1	jg11364.t1
MSTRG.16942.1	jg11174.t1
MSTRG.16943.1	jg11176.t1
MSTRG.16945.1	jg11177.t1
MSTRG.16947.1	jg11180.t1
MSTRG.16948.1	jg11181.t1
MSTRG.16950.1	jg11182.t1
MSTRG.1695.1	jg10281.t1
MSTRG.16953.1	jg11184.t1
MSTRG.1696.1	jg10282.t1
MSTRG.16964.1	jg11191.t1
MSTRG.16965.1	jg11192.t1
MSTRG.16966.1	jg11194.t1
MSTRG.16967.1	jg11195.t1
MSTRG.18233.1	jg21895.t1
MSTRG.20295.1	jg8542.t1
MSTRG.16974.1	jg11198.t1
MSTRG.16975.1	jg11199.t1
MSTRG.16976.1	jg11200.t1
MSTRG.16978.1	jg11201.t1
MSTRG.16982.1	jg11202.t1
MSTRG.16984.1	jg11203.t1
MSTRG.16985.1	jg11204.t2
MSTRG.16986.1	jg11205.t1
MSTRG.16990.1	jg11209.t1
MSTRG.16991.1	jg11210.t1
MSTRG.1699.1	jg10283.t2
MSTRG.16995.1	jg11212.t1
MSTRG.16996.1	jg11213.t1
MSTRG.17000.1	jg11214.t1
MSTRG.17003.1	jg11215.t1
MSTRG.17006.1	jg11216.t1
MSTRG.1701.1	jg10285.t1
MSTRG.17012.1	jg11219.t1
MSTRG.17013.1	jg11220.t1
MSTRG.17016.1	jg11221.t1
MSTRG.17017.1	jg11222.t1
MSTRG.17019.1	jg11224.t1
MSTRG.17020.1	jg11226.t1
MSTRG.17021.1	jg11227.t1
MSTRG.17026.1	jg11229.t1
MSTRG.17027.1	jg11232.t1
MSTRG.17029.1	jg11231.t1
MSTRG.1703.1	jg10286.t1
MSTRG.17032.1	jg11234.t1
MSTRG.17167.1	jg11236.t1
MSTRG.17041.1	jg11237.t1
MSTRG.28730.1	jg10287.t1
MSTRG.17042.1	jg11238.t1
MSTRG.30605.1	jg5733.t1
MSTRG.17045.1	jg11242.t1
MSTRG.17047.1	jg11243.t1
MSTRG.17050.1	jg11245.t1
MSTRG.17051.1	jg11246.t1
MSTRG.17053.1	jg11247.t1
MSTRG.17059.1	jg11248.t2
MSTRG.17063.1	jg11249.t1
MSTRG.17069.1	jg11250.t1
MSTRG.17075.1	jg11251.t1
MSTRG.17077.1	jg11252.t1
MSTRG.17078.1	jg11254.t1
MSTRG.17081.1	jg11255.t1
MSTRG.1708.1	jg10288.t1
MSTRG.17085.1	jg11256.t1
MSTRG.17091.1	jg11257.t1
MSTRG.17092.1	jg11258.t1
MSTRG.17093.1	jg11259.t1
MSTRG.5481.1	jg3600.t1
MSTRG.17096.1	jg11263.t1
MSTRG.17100.1	jg11265.t1
MSTRG.1710.1	jg10289.t1
MSTRG.17102.1	jg11266.t1
MSTRG.17103.1	jg11268.t1
MSTRG.17104.1	jg11269.t1
MSTRG.17108.1	jg11270.t1
MSTRG.1711.1	jg10290.t2
MSTRG.17113.1	jg11272.t2
MSTRG.17114.1	jg11273.t1
MSTRG.17116.1	jg11275.t1
MSTRG.4683.1	jg3184.t1
MSTRG.551.1	jg15195.t1
MSTRG.17119.1	jg11276.t1
MSTRG.1712.1	jg10291.t1
MSTRG.17123.1	jg11277.t1
MSTRG.17128.1	jg11279.t1
MSTRG.17130.1	jg11280.t3
MSTRG.17.1	jg14885.t1
MSTRG.7440.1	jg13188.t1
MSTRG.17141.1	jg11291.t1
MSTRG.17464.1	jg11490.t1
MSTRG.9984.1	jg15960.t1
MSTRG.17151.1	jg11298.t1
MSTRG.21744.1	jg7066.t1
MSTRG.17158.1	jg11300.t1
MSTRG.35757.1	jg11729.t1
MSTRG.17165.1	jg11301.t1
MSTRG.17166.1	jg11302.t1
MSTRG.17168.1	jg11305.t1
MSTRG.17173.1	jg11308.t1
MSTRG.1717.1	jg10292.t1
MSTRG.17174.1	jg11311.t1
MSTRG.17179.1	jg11313.t1
MSTRG.17181.1	jg11314.t1
MSTRG.17182.1	jg11315.t1
MSTRG.17184.1	jg11317.t1
MSTRG.17186.1	jg11318.t1
MSTRG.17187.1	jg11321.t1
MSTRG.17188.1	jg11322.t1
MSTRG.17189.1	jg11323.t1
MSTRG.17190.1	jg11325.t1
MSTRG.17191.1	jg11326.t1
MSTRG.17194.1	jg11327.t1
MSTRG.17195.1	jg11328.t1
MSTRG.17196.1	jg11329.t1
MSTRG.30447.1	jg10009.t1
MSTRG.17204.1	jg11330.t1
MSTRG.17205.1	jg11332.t1
MSTRG.17206.1	jg11333.t1
MSTRG.17207.1	jg11334.t1
MSTRG.17209.1	jg11337.t1
MSTRG.30359.1	jg4033.t1
MSTRG.17212.1	jg11338.t1
MSTRG.5201.1	jg3460.t1
MSTRG.17216.1	jg11341.t1
MSTRG.17218.1	jg11342.t1
MSTRG.17220.1	jg11344.t1
MSTRG.20145.1	jg8453.t1
MSTRG.1722.1	jg10294.t1
MSTRG.17222.1	jg11345.t1
MSTRG.17223.1	jg11346.t1
MSTRG.17224.1	jg11347.t1
MSTRG.17229.1	jg11351.t1
MSTRG.17231.1	jg11352.t1
MSTRG.17235.1	jg11353.t1
MSTRG.4820.1	jg3245.t1
MSTRG.17239.1	jg11354.t1
MSTRG.1724.1	jg10296.t1
MSTRG.20886.1	jg10957.t1
MSTRG.17247.1	jg18118.t1
MSTRG.17251.1	jg11358.t1
MSTRG.1725.1	jg10297.t1
MSTRG.17254.1	jg11362.t1
MSTRG.17257.1	jg11363.t1
MSTRG.17262.1	jg11365.t1
MSTRG.17263.1	jg11366.t1
MSTRG.17264.1	jg11367.t1
MSTRG.17265.1	jg11368.t1
MSTRG.17266.1	jg11370.t1
MSTRG.17310.1	jg11401.t1
MSTRG.17277.1	jg11378.t1
MSTRG.1979.1	jg10425.t1
MSTRG.17282.1	jg11380.t1
MSTRG.17283.1	jg11381.t1
MSTRG.17284.1	jg11383.t1
MSTRG.17285.1	jg11382.t1
MSTRG.17286.1	jg11384.t1
MSTRG.17299.1	jg11394.t1
MSTRG.17300.1	jg11392.t1
MSTRG.17303.1	jg11395.t1
MSTRG.17305.1	jg11396.t1
MSTRG.17306.1	jg11398.t1
MSTRG.17307.1	jg11399.t1
MSTRG.1731.1	jg10299.t1
MSTRG.17312.1	jg11402.t1
MSTRG.17319.1	jg11403.t1
MSTRG.1732.1	jg10300.t1
MSTRG.17341.1	jg11408.t1
MSTRG.1734.1	jg10301.t1
MSTRG.17343.1	jg11409.t1
MSTRG.17345.1	jg11410.t1
MSTRG.17346.1	jg11411.t1
MSTRG.17348.1	jg11413.t1
MSTRG.17349.1	jg11415.t1
MSTRG.17350.1	jg11416.t1
MSTRG.1735.1	jg10302.t1
MSTRG.17352.1	jg21075.t1
MSTRG.17357.1	jg11417.t1
MSTRG.17358.1	jg11418.t1
MSTRG.17359.1	jg11419.t1
MSTRG.17361.1	jg11422.t1
MSTRG.1736.1	jg10303.t1
MSTRG.17362.1	jg11427.t1
MSTRG.26427.1	jg13391.t1
MSTRG.17369.1	jg11428.t1
MSTRG.17370.1	jg11429.t1
MSTRG.17371.1	jg11432.t1
MSTRG.1737.1	jg10305.t1
MSTRG.17374.1	jg9170.t1
MSTRG.17375.1	jg11434.t1
MSTRG.17392.1	jg11441.t1
MSTRG.17393.1	jg16648.t1
MSTRG.17402.1	jg11446.t1
MSTRG.17403.1	jg1209.t1
MSTRG.17408.1	jg11449.t1
MSTRG.17411.1	jg11450.t1
MSTRG.1741.1	jg10307.t1
MSTRG.17412.1	jg11452.t1
MSTRG.21728.1	jg7059.t1
MSTRG.17419.1	jg11454.t1
MSTRG.17425.1	jg11455.t1
MSTRG.7195.1	jg13043.t1
MSTRG.17428.1	jg11459.t1
MSTRG.17430.1	jg11460.t1
MSTRG.17431.1	jg11461.t1
MSTRG.1743.1	jg10308.t1
MSTRG.17439.1	jg11468.t1
MSTRG.17441.1	jg11469.t1
MSTRG.1744.1	jg10309.t1
MSTRG.17442.1	jg11470.t1
MSTRG.17445.1	jg11471.t1
MSTRG.17446.1	jg11472.t1
MSTRG.17448.1	jg11473.t1
MSTRG.17451.1	jg11481.t1
MSTRG.1745.1	jg10310.t1
MSTRG.17458.1	jg11485.t1
MSTRG.17481.1	jg11504.t1
MSTRG.17461.1	jg11488.t1
MSTRG.1746.1	jg10311.t1
MSTRG.27838.1	jg17195.t1
MSTRG.17470.1	jg11495.t1
MSTRG.17471.1	jg11496.t1
MSTRG.1747.1	jg10312.t1
MSTRG.17473.1	jg11497.t1
MSTRG.17474.1	jg11499.t1
MSTRG.17475.1	jg11500.t1
MSTRG.17476.1	jg11503.t1
MSTRG.19003.1	jg7796.t2
MSTRG.17484.1	jg11506.t1
MSTRG.17485.1	jg11505.t1
MSTRG.17486.1	jg11507.t1
MSTRG.17487.1	jg11508.t1
MSTRG.17489.1	jg11512.t1
MSTRG.17492.1	jg11513.t1
MSTRG.17493.1	jg11514.t1
MSTRG.17496.1	jg11516.t1
MSTRG.17498.1	jg11518.t1
MSTRG.17500.1	jg11519.t1
MSTRG.17501.1	jg11520.t1
MSTRG.1750.1	jg10315.t1
MSTRG.17502.1	jg11521.t1
MSTRG.17504.1	jg11524.t3
MSTRG.17507.1	jg11525.t1
MSTRG.6245.1	jg21129.t1
MSTRG.17509.1	jg11528.t1
MSTRG.9662.1	jg6324.t1
MSTRG.175.1	jg14983.t1
MSTRG.17515.1	jg17617.t1
MSTRG.17516.1	jg12218.t1
MSTRG.17518.1	jg11533.t2
MSTRG.17519.1	jg11534.t1
MSTRG.17521.1	jg11535.t1
MSTRG.17523.1	jg11536.t1
MSTRG.17524.1	jg11537.t1
MSTRG.17525.1	jg11538.t1
MSTRG.17535.1	jg11541.t1
MSTRG.17536.1	jg11542.t1
MSTRG.17785.1	jg11677.t1
MSTRG.17538.1	jg11543.t1
MSTRG.17539.1	jg11544.t1
MSTRG.17540.1	jg11545.t1
MSTRG.1754.1	jg10316.t1
MSTRG.17542.1	jg11546.t1
MSTRG.17547.1	jg11547.t1
MSTRG.17548.1	jg11548.t1
MSTRG.1755.1	jg10317.t1
MSTRG.17552.1	jg11549.t1
MSTRG.17556.1	jg11554.t1
MSTRG.17558.1	jg11555.t1
MSTRG.25591.1	jg14463.t1
MSTRG.17560.1	jg11556.t1
MSTRG.17561.1	jg11558.t1
MSTRG.1756.1	jg10318.t1
MSTRG.17564.1	jg11560.t1
MSTRG.17565.1	jg11561.t1
MSTRG.17566.1	jg11562.t1
MSTRG.17575.1	jg11566.t1
MSTRG.17578.1	jg11568.t1
MSTRG.17579.1	jg11570.t1
MSTRG.1758.1	jg10319.t1
MSTRG.35850.1	jg15663.t1
MSTRG.18039.1	jg21796.t1
MSTRG.17593.1	jg11574.t1
MSTRG.17594.1	jg11575.t1
MSTRG.17596.1	jg11577.t1
MSTRG.17598.1	jg11579.t1
MSTRG.17599.1	jg11580.t1
MSTRG.17600.1	jg11581.t1
MSTRG.17603.1	jg11583.t1
MSTRG.17605.1	jg11586.t1
MSTRG.17610.1	jg11587.t1
MSTRG.34947.1	jg19479.t1
MSTRG.17613.1	jg11589.t1
MSTRG.17669.1	jg11621.t1
MSTRG.17620.1	jg11591.t1
MSTRG.1762.1	jg10321.t1
MSTRG.17622.1	jg11597.t1
MSTRG.17626.1	jg11598.t1
MSTRG.17627.1	jg11599.t1
MSTRG.17629.1	jg11600.t1
MSTRG.17633.1	jg11602.t1
MSTRG.17635.1	jg11603.t1
MSTRG.17636.1	jg11604.t1
MSTRG.17638.1	jg11605.t1
MSTRG.29805.1	jg15865.t1
MSTRG.17640.1	jg11606.t1
MSTRG.1764.1	jg10322.t1
MSTRG.17642.1	jg11607.t1
MSTRG.17646.1	jg11608.t1
MSTRG.1765.1	jg10323.t1
MSTRG.17653.1	jg11611.t1
MSTRG.1766.1	jg10325.t1
MSTRG.17662.1	jg11618.t1
MSTRG.17666.1	jg11619.t1
MSTRG.17668.1	jg11620.t1
MSTRG.17670.1	jg11622.t1
MSTRG.17673.1	jg11623.t1
MSTRG.9804.1	jg6405.t1
MSTRG.17677.1	jg11625.t1
MSTRG.31133.1	jg19901.t1
MSTRG.17680.1	jg11626.t1
MSTRG.17682.1	jg11628.t1
MSTRG.17694.1	jg11631.t1
MSTRG.17695.1	jg11632.t1
MSTRG.17699.1	jg11634.t1
MSTRG.26749.1	jg13574.t1
MSTRG.17701.1	jg11636.t1
MSTRG.1770.1	jg10326.t1
MSTRG.17710.1	jg11639.t1
MSTRG.17714.1	jg11641.t1
MSTRG.17715.1	jg11642.t2
MSTRG.17716.1	jg11643.t1
MSTRG.17717.1	jg11645.t1
MSTRG.17719.1	jg11646.t1
MSTRG.1772.1	jg10327.t1
MSTRG.17723.1	jg11647.t1
MSTRG.17724.1	jg11648.t1
MSTRG.17727.1	jg11649.t1
MSTRG.1773.1	jg10328.t1
MSTRG.6709.1	jg6662.t1
MSTRG.17734.1	jg11652.t1
MSTRG.6997.1	jg12922.t1
MSTRG.17745.1	jg11658.t1
MSTRG.1774.1	jg10329.t1
MSTRG.17742.1	jg11655.t1
MSTRG.17744.1	jg11656.t1
MSTRG.17747.1	jg11659.t1
MSTRG.17748.1	jg11660.t1
MSTRG.1775.1	m1-g19310.t1
MSTRG.17755.1	jg11661.t1
MSTRG.17756.1	jg11662.t1
MSTRG.17757.1	jg11663.t1
MSTRG.1776.1	jg10330.t1
MSTRG.17762.1	jg11665.t1
MSTRG.25135.1	jg14213.t1
MSTRG.17764.1	jg11667.t1
MSTRG.17769.1	jg11668.t1
MSTRG.17771.1	jg11669.t1
MSTRG.17781.1	jg11674.t1
MSTRG.17773.1	jg11670.t1
MSTRG.17774.1	jg11671.t1
MSTRG.17776.1	jg14993.t1
MSTRG.2232.1	jg10558.t1
MSTRG.17784.1	jg11676.t1
MSTRG.17787.1	jg11679.t1
MSTRG.1779.1	jg10335.t1
MSTRG.17795.1	jg11683.t1
MSTRG.17796.1	jg11685.t1
MSTRG.17799.1	jg11686.t1
MSTRG.6868.1	jg12854.t2
MSTRG.17802.1	jg11687.t1
MSTRG.17804.1	jg11688.t1
MSTRG.17805.1	jg11690.t1
MSTRG.17806.1	jg11691.t1
MSTRG.17810.1	jg11692.t1
MSTRG.3576.1	jg12308.t1
MSTRG.17812.1	jg11693.t1
MSTRG.17828.1	jg11698.t1
MSTRG.17818.1	jg11700.t1
MSTRG.17819.1	jg11701.t1
MSTRG.17821.1	jg11702.t1
MSTRG.1782.1	jg10336.t1
MSTRG.17826.1	jg11706.t1
MSTRG.17830.1	jg11708.t1
MSTRG.17831.1	jg11709.t1
MSTRG.17832.1	jg11710.t1
MSTRG.17835.1	jg11712.t1
MSTRG.27546.1	jg14014.t1
MSTRG.17844.1	jg11714.t1
MSTRG.17845.1	jg11715.t1
MSTRG.22910.1	jg8971.t1
MSTRG.17850.1	jg21650.t1
MSTRG.17851.1	jg21651.t1
MSTRG.17853.1	jg21653.t1
MSTRG.17854.1	jg21654.t2
MSTRG.17857.1	jg21662.t1
MSTRG.18600.1	jg22107.t1
MSTRG.17859.1	jg21665.t1
MSTRG.17862.1	jg21666.t1
MSTRG.17865.1	jg21668.t1
MSTRG.17866.1	jg21852.t1
MSTRG.29979.1	jg19179.t1
MSTRG.8888.1	jg5873.t1
MSTRG.17873.1	jg21679.t1
MSTRG.17874.1	jg21680.t1
MSTRG.17881.1	jg21685.t1
MSTRG.17884.1	jg21687.t1
MSTRG.17995.1	jg21765.t1
MSTRG.17886.1	jg21688.t1
MSTRG.17887.1	jg21689.t2
MSTRG.17888.1	jg21690.t1
MSTRG.17889.1	jg16963.t1
MSTRG.4460.1	jg3057.t1
MSTRG.9350.1	jg6134.t1
MSTRG.17897.1	jg548.t1
MSTRG.6412.1	jg21249.t1
MSTRG.17899.1	jg21699.t1
MSTRG.1790.1	jg10337.t1
MSTRG.17905.1	jg21703.t1
MSTRG.17906.1	jg21706.t1
MSTRG.17911.1	jg21708.t1
MSTRG.17912.1	jg21709.t1
MSTRG.181.1	jg14984.t1
MSTRG.17918.1	jg12544.t1
MSTRG.17921.1	jg21715.t1
MSTRG.17922.1	jg21716.t1
MSTRG.17923.1	jg21717.t1
MSTRG.17927.1	jg21719.t1
MSTRG.17928.1	jg21720.t1
MSTRG.17930.1	jg21723.t1
MSTRG.17932.1	jg21727.t1
MSTRG.8466.1	jg18125.t1
MSTRG.17941.1	jg21729.t1
MSTRG.415.1	jg15126.t1
MSTRG.17945.1	jg21730.t1
MSTRG.17947.1	jg21731.t1
MSTRG.17949.1	jg21732.t1
MSTRG.17950.1	jg21733.t2
MSTRG.17954.1	jg21736.t1
MSTRG.17955.1	jg21737.t1
MSTRG.17956.1	jg21738.t1
MSTRG.17959.1	jg21739.t1
MSTRG.17961.1	jg21740.t1
MSTRG.20253.1	jg8514.t1
MSTRG.17962.1	jg21742.t1
MSTRG.17963.1	jg21743.t1
MSTRG.17984.1	jg21756.t1
MSTRG.17967.1	jg21745.t1
MSTRG.17968.1	jg21746.t1
MSTRG.17969.1	jg21747.t1
MSTRG.7244.1	jg13086.t1
MSTRG.9373.1	jg5991.t1
MSTRG.17979.1	jg21753.t1
MSTRG.17980.1	jg21754.t1
MSTRG.1798.1	jg10340.t1
MSTRG.17982.1	jg21755.t1
MSTRG.17986.1	jg21760.t1
MSTRG.17988.1	jg21761.t1
MSTRG.17989.1	jg21764.t1
MSTRG.17990.1	jg21763.t1
MSTRG.17996.1	jg21766.t1
MSTRG.17999.1	jg21767.t1
MSTRG.18000.1	jg21768.t1
MSTRG.18005.1	jg21769.t1
MSTRG.4626.1	jg3159.t1
MSTRG.4209.1	jg2891.t1
MSTRG.1801.1	jg10342.t1
MSTRG.18015.1	jg21775.t1
MSTRG.18017.1	jg21776.t1
MSTRG.31053.1	jg16903.t1
MSTRG.1802.1	jg10343.t1
MSTRG.31537.1	jg21786.t1
MSTRG.18031.1	jg21793.t1
MSTRG.18032.1	jg21794.t1
MSTRG.18040.1	jg21797.t1
MSTRG.18045.1	jg21799.t1
MSTRG.18047.1	jg21800.t1
MSTRG.18049.1	jg21802.t1
MSTRG.18050.1	jg21804.t3
MSTRG.18056.1	jg21806.t1
MSTRG.18057.1	jg21807.t1
MSTRG.19755.1	jg8213.t2
MSTRG.18070.1	jg21817.t1
MSTRG.18073.1	jg21818.t1
MSTRG.24758.1	jg9926.t1
MSTRG.18092.1	jg21822.t1
MSTRG.18097.1	jg21824.t1
MSTRG.31496.1	jg9724.t1
MSTRG.18102.1	jg21826.t1
MSTRG.8972.1	jg5901.t1
MSTRG.18107.1	jg21828.t1
MSTRG.18108.1	jg21832.t1
MSTRG.20857.1	jg6593.t1
MSTRG.18127.1	jg21838.t1
MSTRG.18129.1	jg21839.t1
MSTRG.18130.1	jg21840.t2
MSTRG.18131.1	jg21841.t1
MSTRG.18132.1	jg21842.t1
MSTRG.18135.1	jg21843.t1
MSTRG.18142.1	jg21846.t1
MSTRG.18145.1	jg21847.t1
MSTRG.18146.1	jg21848.t1
MSTRG.18148.1	jg21850.t1
MSTRG.18149.1	jg21851.t1
MSTRG.18150.1	jg21853.t1
MSTRG.18151.1	jg21856.t1
MSTRG.18155.1	jg21858.t1
MSTRG.18168.1	jg21865.t1
MSTRG.18159.1	jg21860.t1
MSTRG.25238.1	jg14270.t1
MSTRG.18169.1	jg21867.t1
MSTRG.18170.1	jg21868.t1
MSTRG.18171.1	jg21869.t1
MSTRG.1817.1	jg9680.t1
MSTRG.18174.1	jg21870.t1
MSTRG.18175.1	jg21871.t1
MSTRG.18178.1	jg21872.t1
MSTRG.18180.1	jg21874.t1
MSTRG.18181.1	jg21875.t1
MSTRG.18183.1	jg21876.t1
MSTRG.18190.1	jg21878.t1
MSTRG.32858.1	jg4585.t1
MSTRG.18197.1	jg21880.t1
MSTRG.18202.1	jg21882.t1
MSTRG.18205.1	jg21883.t1
MSTRG.8227.1	jg18000.t1
MSTRG.18212.1	jg21885.t1
MSTRG.182.1	jg14986.t1
MSTRG.18213.1	jg21886.t1
MSTRG.18217.1	jg21889.t1
MSTRG.18218.1	jg21890.t1
MSTRG.1822.1	jg10350.t1
MSTRG.18222.1	jg21891.t1
MSTRG.18225.1	jg21892.t1
MSTRG.2333.1	jg10620.t1
MSTRG.18232.1	jg21894.t1
MSTRG.18234.1	jg21898.t1
MSTRG.18235.1	jg21899.t1
MSTRG.18236.1	jg21901.t1
MSTRG.18237.1	jg21902.t1
MSTRG.18238.1	jg21903.t1
MSTRG.18239.1	jg21904.t1
MSTRG.18240.1	jg21905.t1
MSTRG.18244.1	jg21906.t1
MSTRG.25618.1	jg14475.t1
MSTRG.1825.1	jg10351.t1
MSTRG.18398.1	jg21984.t1
MSTRG.1826.1	jg10353.t1
MSTRG.18265.1	jg21916.t1
MSTRG.18266.1	jg21917.t1
MSTRG.18267.1	jg21919.t1
MSTRG.18269.1	jg21920.t1
MSTRG.18270.1	jg21921.t1
MSTRG.18271.1	jg21922.t3
MSTRG.18272.1	jg21923.t1
MSTRG.18276.1	jg21925.t1
MSTRG.1828.1	jg10354.t1
MSTRG.18282.1	jg21927.t1
MSTRG.18287.1	jg21928.t1
MSTRG.18289.1	jg21929.t1
MSTRG.18291.1	jg21930.t1
MSTRG.18292.1	jg21932.t1
MSTRG.18293.1	jg21933.t1
MSTRG.18294.1	jg21934.t1
MSTRG.1839.1	jg15309.t1
MSTRG.18297.1	jg21936.t1
MSTRG.18298.1	jg21937.t1
MSTRG.18302.1	jg21939.t1
MSTRG.26784.1	jg13589.t1
MSTRG.18322.1	jg21946.t1
MSTRG.26783.1	jg13588.t1
MSTRG.18331.1	jg21949.t1
MSTRG.33126.1	jg2707.t1
MSTRG.18336.1	jg21952.t1
MSTRG.18337.1	jg21953.t1
MSTRG.18343.1	jg21955.t1
MSTRG.18344.1	jg21956.t1
MSTRG.18346.1	jg21958.t1
MSTRG.18351.1	jg21959.t1
MSTRG.18352.1	jg21961.t1
MSTRG.18355.1	jg21964.t1
MSTRG.18356.1	jg21965.t1
MSTRG.18357.1	jg21966.t1
MSTRG.18358.1	jg21967.t1
MSTRG.18359.1	jg21969.t1
MSTRG.5977.1	jg20971.t1
MSTRG.7481.1	jg13211.t2
MSTRG.18369.1	jg21975.t1
MSTRG.18373.1	jg21973.t1
MSTRG.18374.1	jg21974.t1
MSTRG.18375.1	jg19923.t1
MSTRG.18387.1	jg21976.t1
MSTRG.18390.1	jg21977.t1
MSTRG.18392.1	jg21978.t1
MSTRG.18393.1	jg21980.t1
MSTRG.18395.1	jg21983.t1
MSTRG.18403.1	jg21985.t1
MSTRG.18404.1	jg21987.t1
MSTRG.18405.1	jg21989.t1
MSTRG.18408.1	jg21991.t1
MSTRG.18409.1	jg21992.t1
MSTRG.1841.1	jg10362.t1
MSTRG.6764.1	jg12788.t1
MSTRG.18420.1	jg21998.t1
MSTRG.18423.1	jg22000.t1
MSTRG.18424.1	jg22001.t1
MSTRG.2388.1	jg10658.t1
MSTRG.18430.1	jg22002.t1
MSTRG.19307.1	jg7965.t1
MSTRG.1843.1	jg10363.t1
MSTRG.18432.1	jg22003.t1
MSTRG.18435.1	jg22004.t1
MSTRG.18436.1	jg22005.t1
MSTRG.18441.1	jg22009.t1
MSTRG.1844.1	jg10364.t3
MSTRG.18446.1	jg22010.t1
MSTRG.18447.1	jg22011.t1
MSTRG.18448.1	jg22012.t1
MSTRG.18449.1	jg22013.t1
MSTRG.18454.1	jg22015.t1
MSTRG.18455.1	jg22016.t1
MSTRG.18456.1	jg22017.t1
MSTRG.5054.1	jg3370.t1
MSTRG.18461.1	jg22023.t1
MSTRG.18468.1	jg22026.t1
